词语	义项描述	语料
陵	陵夷，陵迟，形容山势斜缓的样子，衰落	帝王之道，日以 [陵] 夷。
陵	战慄	尔雅: [陵] ，傈（慄）也。
陵	大土山	古有伯夷叔齐者，武王让以天下而弗受，二人饿死首阳之 [陵] 。
陵	暴烈	顾迅风 [陵] 雨，愚智同尽。
陵	陵夷，陵迟，形容山势斜缓的样子，衰落	及周之衰，贤圣之君不作，学校之政不修，教化 [陵] 夷，风俗颓败，时则有若孔子之圣，而不得君师之位以行其政教，于是独取先王之法，诵而传之以诏后世。
陵	急躁	将无修容，卒无常试，发弓必衂，是谓疾 [陵] 之兵，无足与斗。
陵	严峻，严密	节奏 [陵] 而文，生民宽而安。
陵	踰越，超过	锦衣鲜华手擎鹘，闲行气貌多[陵]忽。稼穑艰难总不知，五帝三皇是何物
陵	严峻，严密	苦节以要厉精之誉，护法以展 [陵] 競之情。
陵	登，上	怜鸣禽之响谷，视乔木之[陵]云。咸感节而兴悦，独怀悲而莫申。
陵	急躁	平日勤加操练，渐以化其嚣 [陵] 。
陵	严峻，严密	其于礼义节奏也， [陵] 谨尽察。
陵	驰	犬羊 [陵] 纵，侵窃郊畿。
陵	陵夷，陵迟，形容山势斜缓的样子，衰落	三尺之岸，而虚车不能登也；百仞之山，任负车登焉。何则？ [陵] 迟故也。
陵	书名	松 [陵] 文录二十四卷。
陵	驰	为巡缴所 [陵] 。
陵	驰	修成子仲骄恣 [陵] 折，吏民皆患苦之。
陵	踰越，超过	应时动事，是维皇帝。匡饬异俗，[陵]水经地。忧恤黔首，朝夕不懈。
陵	暴烈	震风 [陵] 雨，然后知夏屋之为帡幪也。
令	发布命令	[令] ，发号也。
令	命令，法令	[令] 初下，群臣进谏，门庭若市。
令	使，让	[令] 人目不忍睹。
令	发布命令	[令] 所过毋供张。
令	官名，部门或机构长官，县级行政长官	[令] 尹南辕反旆，伍参言于王曰：“晋之従政者新，未能行 [令] 。
令	官名，部门或机构长官，县级行政长官	[令] 尹享赵孟，赋《大明》之首章。
令	使，让	’咸言：‘初发家日，惟 [令] 备一年资装；今已二年，未有还期。
令	官名，部门或机构长官，县级行政长官	“上官桀少时为羽林期门郎，上奇其材力，迁未央廐 [令] 。
令	使，让	“真人遗此语，天必夺子命， [令] 知觉悟，恶之且活矣。
令	文体的一种	《魏武故事载 [令]》 曰：“故陈留太守枣祗，天性忠能。
令	发布命令	尝与太宰、武陵王晞，桓温同乘至板桥，温密敕 [令] ，无因而鸣角鼓噪，部伍并皆惊驰。
令	命令，法令	臣下罔攸禀 [令] 。
令	词调，曲调名，即“小令”，又称“令曲”，一般字少调短，如词中的《十六字令》，元曲中的《叨叨令》之类	词之难于 [令] 曲，如诗之难于绝句，不过十数句，一句一字闭不得。
令	命令，法令	错所更 [令] 三十章，诸侯喧哗。
令	听从。后作“聆”	故古之圣王，审顺其天而以行欲，则民无不 [令] 矣。
令	善，好	何忧 [令] 名不彰。( [令] 名不彰，好的名声不会显扬。)
令	假使，假设	藉第 [令] 毋斩，戌死者固十六七矣。
令	名词。“脊令”即“鹡鸰”，鸟名	脊 [令] 在源，兄弟急难。
令	酒令，饮酒时做的可分输赢的游戏	贾母道：“这 [令] 完了，咱们喝两杯，吃饭罢。”
令	酒令，饮酒时做的可分输赢的游戏	今日也行一个 [令] 才有意思。
令	善，好	年始十八九，便言多 [令] 才。
令	对他人亲属的敬称	岂合 [令] 郎君。
令	时令，季节	群葩当 [令] 时。
令	对他人亲属的敬称	我们与 [令] 夫君，同是受冤之人。
令	对他人亲属的敬称	湘云笑道：“我见你 [令] 弟媳的丫头篆儿悄悄的递给莺儿，莺儿便随手夹在书里，只当我没看见。
令	酒令，饮酒时做的可分输赢的游戏	这是后纂的，比一切的 [令] 都难。
论	姓	[论] ，吐番大姓。禄东赞之后。南北朝 [论] 叔达，西秦将军。唐 [论] 傪，左卫大将军； [论] 维明，检校工部尚书、鄜坊节度使。
论	衡量，评定，按照……衡量	[论] 此时的风气，也未必有车中女子同那红线一流入。
论	主张，学说	[论] 笃是与，君子者乎，色庄者乎?
论	主张，学说	[论] 亢匪久，人咸敬忌。
论	议论，分析和说明事理	[论] 理也，次也。
论	陈述，叙说	[论] 起萧颖士，止存得这个家人种儿，每事只该将就些才是。
论	姓	[论] 氏，吐蕃大姓。禄东赞生 [论] 钦陵，钦陵生赞婆，生弓仁。……宋 [论] 九龄，登科，华州人。”
论	议论，分析和说明事理	[论] 死篇第六十二
论	考虑，顾及	[论] 他身前不生不灭，二边中道义海，是他人光影。
论	衡量，评定，按照……衡量	[论] 桃红坝功，进少师，世廕锦衣指挥使。
论	通“抡”，选择	[论] 贤人，用有能，而民可使治。
论	一种以议论为主的文体	[论] 也者，弥纶群言，而研一理者也。
论	主张，学说	[论] 阴阳有时误中耳。
论	陈述，叙说	[论] 者，物之粗也；可以意致者，物之精也；言之所不能 [论] ，意之所不
论	议论，分析和说明事理	[论] 之思之，至于再三。
论	《论语》的简称，内容主要是记录孔子及其门徒的言行	鲁人所学谓之《鲁 [论] 》，齐人所学谓之《齐 [论] 》，古壁所传谓之《古 [论] 》。
论	古代一种运动用的球	“ [论] 来得髙，使花肩、和肩、伦北肩； [论] 来得低，使虚蹬、蹋蹬; [论] 来得浅，使魆搭、磨搭、抬头搭； [论] 来得深，使正骑、背骑、斜飞骑； [论] 踢时四厢不背， [论] 打后远着人。”
论	一种以议论为主的文体	《典 [论] 》曰：孝武帝承累世之遗业，遇中国之殷阜，府库馀钱帛，仓廪畜腐粟。
论	陈述，叙说	丙午，有《 [论] 吕惠卿第三状》。
论	考虑，顾及	不读书者，固不足 [论] ；读书者，病又如此。
论	考虑，顾及	不须 [论] 早晚，惆怅又离群。
论	衡量，评定，按照……衡量	笒筲个个盛鱼满,一舸银鱼 [论] 斗量。
论	释迦弟子解释经义，论辩法相的书籍，同“经”，“律”合称为“三藏”	大慈恩寺僧元奘所翻经 [论] ，既新翻译，文义须精，宜令太子太傅尚书左仆射燕国公于志宁、中书令兼检校吏部尚书南阳县开国男来济、礼部尚书高阳县开国男许敬宗、守黄门侍郎兼检校太子左庶子汾阴县开国男薛元超、守中书侍郎兼检校右庶子广平县开国男李义府、中书侍郎杜正伦等，时为看阅，有不稳便处，即随事润色。
论	释迦弟子解释经义，论辩法相的书籍，同“经”，“律”合称为“三藏”	大业时，又令沙门智果，于东都内道场撰诸经目，分别条贯，以佛所说经为三部……又有菩萨及诸深解奥义、赞明佛理者，名之为 [论] 。
论	辩论	凡闻言必熟 [论] ，其於人必验之以理。
论	定罪，论定罪行	庚午，王亶望处斩，赐勒尔谨自尽，王廷赞 [论] 绞。
论	通“抡”，选择	故古之善为君者，劳於 [论] 人而佚於官事，得其经也。
论	官名	国人号其主为赞普，置大 [论] 、小 [论] 以理国事。
论	官名	国人号其主为赞普，置大 [论] 、小 [论] 以理国事。
论	定罪，论定罪行	或致人于死，而籍其妻孥赀产者，结复 [论] 之。
论	定罪，论定罪行	季冬之夕君自听朝 [论] 罚罪刑杀，
论	凭借，倚仗	交州，大略去洛九千馀里，盖水陆曲折，非 [论] 圭表所度，惟直考实，其五千乎！
论	辩论	其数初不过一月、二月、三月，后竟有 [论] 年或永远枷号者。
论	通“抡”，选择	权节其用， [论] 比协材。
论	辩论	时议定律令，勰与高阳王雍、八坐、朝士有才学者，五日一集，参 [论] 轨制应否之宜。
论	凭借，倚仗	是君家舍君须爱，何事 [论] 恩自说功。
论	一种以议论为主的文体	松之所著文 [论] 及晋记，駰注司马迁史
论	古代一种运动用的球	贪欢逐乐无时歇，打 [论] 樗蒲更不休。
论	凭借，倚仗	想相如凭舌剑压 秦国， [论] 胆量完璧而回，乃股肱忠烈之士。
论	姓	薛仁贵、郭待封至大非川，为吐蕃大将 [论] 钦陵所袭，大败，仁贵等并坐除名。
论	通“伦”，秩序	于 [论] 鼓钟，于乐辟雍。
慕	姓	[慕] 利延兄子拾寅走河西，降其一万余落。
慕	姓	[慕] 天颜，字拱极，甘肃静宁人。
慕	羡慕	俺小姐深 [慕] 于琴。
慕	羡慕	本字幼起， [慕] 南容三复白珪，乃易字焉。
慕	羡慕	不 [慕] 由即夷矣，何欲之有？
慕	思念，依恋	陈大郎把楼下相逢，如此相 [慕] ，如此苦央薛婆用计，细细说了：“今番得遂平生，便死瞑目。”
慕	思念，依恋	诚复受恩，出入上下，时小相戒，是大神之恩，不可中谢；但心意恋 [慕] ，常在心中，不敢解止。
慕	思念，依恋	当早遣大臣领兵奉迎，以称朕朝夕 [慕] 念之意。”
慕	地名	复决阳武 [慕] 家楼。
慕	地名	复决阳武 [慕] 家楼。
慕	专名	椹音甚，味似菰菜而胜，刊木而作之，谓之 [慕] 。
慕	姓	吐谷浑 [慕] 璝遣使奉表，请送赫连定。
慕	地名	宣宗葬 [慕] 陵，规制简约。
戚	腠理（皮下肌肉之间的空隙和皮肤的纹理）	[戚] ，腠理也。
戚	腠理（皮下肌肉之间的空隙和皮肤的纹理）	[戚] ，腠理也。”
戚	古地名	[戚] ，卫邑，孙文子旧所食地。
戚	姓，名	[戚] ，姓。汉有临辕侯 [戚] 鳃。
戚	姓，名	[戚] 姬常从上之关东，日夜啼泣，欲立其子。
戚	亲属，亲戚	[戚] 里笙歌发，禁门冠盖趋。
戚	忧患，悲哀	[戚] 容称其服。”
戚	姓，名	[戚] 氏，卫大夫食采于 [戚] ，因氏焉。昔贤有 [戚] 子着书。汉高祖 [戚] 夫人生赵王如意……望出齐郡。
戚	亲属，亲戚	[戚] 属甘胡越，声名任秕糠。
戚	古地名	《高怀德传》：至 [戚] 城，被围数重，援兵不至，危甚，怀德左右射，纵横驰突，众皆披靡，挟父而出。
戚	亲属，亲戚	案讠先受国厚恩，列在近 [戚] ，而朋比匪人，志趋如此，原情议罪，实不容诛。
戚	通“促”（cù）。疾速，急促，紧迫	嗷嗷空城雀，身计何 [戚] 促。
戚	忧患，悲哀	当死不惧，在穷不 [戚] ，知命安时也。
戚	古兵器名，斧的一种，又用于乐舞	第十首“刑天舞干 [戚] ”，他本误作“形夭无千岁”，曾纮伯容为辨正之。
戚	古地名	冬，仲孙蔑会晋荀罃、齐崔杼、宋华元、卫孙林父、曹人、邾娄人、滕人、薛人、小邾娄人于 [戚] ，遂城虎牢。
戚	忧患，悲哀	而女由是竟不复笑，虽故逗之亦终不笑，然竟日未尝有 [戚] 容。
戚	通“促”（cù）。疾速，急促，紧迫	凡察车之道，欲其朴属而微至。…不微至，无以为 [戚] 速也。
戚	亲近，亲密	夫道，有形者皆生焉，其为亲亦 [戚] 矣；享谷食气者皆受焉，其为君亦惠矣； 诸有智者皆学焉，其为师亦博矣。
戚	古兵器名，斧的一种，又用于乐舞	鼓钟既奋，干 [戚] 攸陈。
戚	古兵器名，斧的一种，又用于乐舞	故聽其雅頌之聲，而志意得廣焉；執其干 [戚] ，習其俯仰屈伸， 而容貌得莊焉；行其綴兆，要其節奏，而行列得正焉，進退得齊焉。
戚	亲近，亲密	善人不能 [戚] ，恶人不能疏者危。
戚	亲近，亲密	未可以 [戚] 我先王。
戚	愤怒	愠斯 [戚] ， [戚] 斯叹。
潜	没入水中	[潜] ，涉水也。
潜	深隐，隐居	[潜] 、升在己，用之以时，不亦亨乎！
潜	隐藏	[潜] 避两炮台中。
潜	秘密地,暗中	[潜] 卜静居，不令人知。
潜	深隐，隐居	[潜] 夫论曰：简刑薄威，不杀不诛，此德之上也。
潜	隐藏	[潜] 服贼器不入宫。
潜	隐藏	[潜] 醢以食夏后。
潜	测量，探测	[潜] 深，测也。
潜	水名。汉水支流	[潜] 水，（ [潜] 江）县东一里，所谓汉出为 [潜] 也。
潜	深	[潜] 颖，谓 [潜] 深而有光颖。
潜	专一	[潜] 志百氏，沈神《六经》，冥析义象，该洽性灵。
潜	深隐，隐居	《[潜] 夫论》曰：臣钳口结舌而不敢言。
潜	水名。汉水支流	（荆州）九江孔殷，沱 [潜] 既道。
潜	深	《春秋 [潜] 潭巴》曰：里社鸣，此里有圣人，其呴则百姓归之，社，里之君也，鸣则教令行，唯圣人能之，呴，鸣之怒也。
潜	人名	八月，甲午，以前西川节度使崔安 [潜] 为太子宾客、分司。
潜	秘密地,暗中	兵驻扬州西城，俾斌领骑兵觇敌形势，斌视敌兵乱， [潜] 出袭之，多所杀获。
潜	秘密地,暗中	不妨金莲蓦然走来，立于窗下 [潜] 听。
潜	地名	陈有宛丘，晋有 [潜] 丘，淮南有州黎丘。
潜	地名	楚师迁 [潜] 于南冈而还。
潜	人名	黜陟使路敬 [潜] 荐其清白，擢右台监察御史里行。
潜	地名	春，公会戎于 [潜] 。
潜	人名	弟敬 [潜] ，少与敬淳齐名，历怀州录事参军，亦坐耀事系狱，免死。
潜	暗流	东望泑泽， 河水所 [潜] 也。
潜	（天子）尚未即位的时候	范云恩结龙 [潜] ，沈约情深惟旧。
潜	深	夫雷霆必发，而 [潜] 底震动。
潜	水名。汉水支流	汉水溢流为 [潜] 。
潜	没入水中	鸿灾因足警，鱼祸为稀 [潜] 。
潜	逃亡	今却携卷轴， [潜] 至京城。
潜	逃亡	今却携卷轴， [潜] 至京城。
潜	（天子）尚未即位的时候	开皇末，和上表自陈龙 [潜] 所言曰：“昔陛下在周，与永富公窦荣定语，臣曰：‘我闻有行声，即识其人。
潜	专一	佩德 [潜] 书带，铭仁暗勒肌。
潜	没入水中	是而无闷，乐则行之，忧则违之，确乎其不可拔， [潜] 龙也。”
潜	埋葬	西望大泽，后稷所 [潜] 也。
潜	专一	心大有所 [潜] ，肩高未尝胁。
潜	（天子）尚未即位的时候	兄野讷，事仁宗于 [潜] 邸。
潜	积柴水中以捕鱼	猗与漆沮， [潜] 有多鱼
趋	奔赴，趋向	[趋] 义者不知所以向。
趋	奔赴，趋向	[趋] 真州扬州。
趋	跑，疾行	“晏子既已有事于鲁君，退见仲尼，仲尼曰：“夫礼，登阶不历，堂上不 [趋] ，授玉不跪。
趋	奔赴，趋向	白简 [趋] 朝曾并命，
